DemIndNum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndTasa,DemIndFPot,DemIndEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
112,F,2023,2023,Cerro Navia 110,0,F,EtaMes,123.9160245,128.8053753,125.319816,127.2262208,130.9473187,127.8662645,131.0750591,131.0955072,131.9453822,133.2791662,122.6256434,135.6348507
113,F,2024,2024,Cerro Navia 110,0,F,EtaMes,125.6485643,130.6091031,127.0716316,128.9893535,132.7619349,129.6520797,132.8988527,132.9201615,133.7758275,136.5583803,125.65998,138.9851017
114,F,2025,2025,Cerro Navia 110,0,F,EtaMes,128.7739906,133.8664907,130.2292898,132.1572317,136.0210642,132.8848999,136.1878178,136.2098433,137.0621467,140.600138,129.3960136,143.1154889
115,F,2026,2026,Cerro Navia 110,0,F,EtaMes,132.6226524,137.876628,134.1202466,136.0648122,140.0434551,136.8694974,140.2378146,140.2587424,141.105253,144.6136059,133.1125234,147.2208961
116,F,2027,2027,Cerro Navia 110,0,F,EtaMes,136.4574819,141.8755863,137.9958646,139.9477813,144.0387045,140.8378029,144.266707,144.2885598,145.1255548,148.4779771,136.690697,151.1751617
117,F,2028,2028,Cerro Navia 110,0,F,EtaMes,140.1515805,145.7280107,141.7302739,143.6889517,147.888532,144.659194,148.1452539,148.1680976,148.9961397,152.4606774,140.3826391,155.2512588
118,F,2029,2029,Cerro Navia 110,0,F,EtaMes,143.9646186,149.7062232,145.5829733,147.5449481,151.8547751,148.6047891,152.148085,152.1730592,152.9894294,153.365997,141.2501162,156.2313294
119,F,2030,2030,Cerro Navia 110,0,F,EtaMes,144.9411806,150.7493116,146.5864584,148.5171483,152.8550768,149.6022196,153.0914596,153.1276875,153.9271182,153.7747905,141.6612708,156.7093944
120,F,2031,*,Cerro Navia 110,0,F,EtaMes,145.4558508,151.313205,147.1248725,149.0156666,153.3681609,150.1159859,153.5386893,153.5876434,154.367384,156.3032133,144.0173538,159.3222375
121,F,2017,2017,Charrua 220,0,F,EtaMes,173.9680547,195.6707099,187.429324,182.122837,191.1312897,184.7414218,209.9503989,194.4799379,205.4347825,194.0238646,199.9612281,207.4929938
122,F,2018,2018,Charrua 220,0,F,EtaMes,181.7734318,204.633528,196.0456426,190.5238675,200.0051454,193.2520016,219.5007869,203.4309422,214.8496642,199.2977835,205.2137946,213.0268998
123,F,2019,2019,Charrua 220,0,F,EtaMes,185.5003661,208.7982826,200.0361647,194.4134331,204.0768084,197.1926436,224.0341576,207.5969528,219.2744953,203.067299,209.1128337,217.0840598
124,F,2020,2020,Charrua 220,0,F,EtaMes,189.0016554,212.7519459,203.8212001,198.1085708,207.9453641,200.9216007,228.2904985,211.5324219,223.4415789,206.9144379,213.0970507,221.2298349
125,F,2021,2021,Charrua 220,0,F,EtaMes,192.5724604,216.7897645,207.6848353,201.883141,211.8968901,204.7288077,232.6408885,215.5505057,227.6981656,209.4672397,215.739858,223.991558
126,F,2022,2022,Charrua 220,0,F,EtaMes,194.9440305,219.4629692,210.2468382,204.3898007,214.5101616,207.2434165,235.517739,218.2166147,230.5280703,213.0310092,219.439687,227.8429306
127,F,2023,2023,Charrua 220,0,F,EtaMes,198.2474515,223.2058748,213.8262917,207.8953924,218.1777476,210.773269,239.5600114,221.944603,234.4808738,215.8723828,222.3923406,230.9219669
128,F,2024,2024,Charrua 220,0,F,EtaMes,200.8787558,226.18491,216.6768495,210.6924959,221.0975353,213.5801965,242.7803361,224.9180607,237.6373189,221.3515609,228.0657982,236.8274373
129,F,2025,2025,Charrua 220,0,F,EtaMes,205.9643356,231.9320218,222.1768933,216.0653385,226.7200736,218.9964818,248.9703209,230.639648,243.7007687,227.827839,234.7652776,243.8026853
130,F,2026,2026,Charrua 220,0,F,EtaMes,211.9806078,238.7228688,228.6776054,222.4099247,233.3595752,225.3939982,256.275945,237.3999111,250.8657284,234.2113522,241.3732614,250.6835583
131,F,2027,2027,Charrua 220,0,F,EtaMes,217.9094866,245.4194201,235.0860389,228.6662375,239.9063259,231.7001011,263.4817182,244.065122,257.9334639,239.7898741,247.1499695,256.7051344
132,F,2028,2028,Charrua 220,0,F,EtaMes,223.0905118,251.2683798,240.6845022,234.1349965,245.6229575,237.2034997,269.7750994,249.8907968,264.1161924,245.6023555,253.1708621,262.9799307
133,F,2029,2029,Charrua 220,0,F,EtaMes,228.4870933,257.3625253,246.5168874,239.8336559,251.580582,242.9383242,276.3349114,255.961794,270.5595556,245.0905799,252.6857488,262.5141667
134,F,2030,2030,Charrua 220,0,F,EtaMes,228.0513594,256.9190549,246.0604698,239.3799392,251.107162,242.4591049,275.8194335,255.4598536,270.1002831,243.0646759,250.6379038,260.4294628
135,F,2031,*,Charrua 220,0,F,EtaMes,226.2101248,254.8873159,244.0836942,237.4450378,249.0773172,240.475943,273.5930003,253.3791775,267.9763814,244.9667497,252.6288626,262.5317006
136,F,2017,2017,Chena 110,0,F,EtaMes,63.15925151,76.15824528,74.83260644,77.61075717,79.10259907,74.4838732,78.43216573,77.72920701,79.71922645,87.74697356,81.1514893,92.08771366
137,F,2018,2018,Chena 110,0,F,EtaMes,83.42056904,96.78247491,94.80426421,98.40810373,100.131593,94.05376412,98.88513469,98.27262008,101.0244849,96.89496105,89.77257281,102.1947597
138,F,2019,2019,Chena 110,0,F,EtaMes,91.16287701,105.0693663,102.9460556,107.0410491,108.8685241,102.5828851,107.5128288,106.9299208,109.8720593,98.17839744,90.9613548,103.5471389
139,F,2020,2020,Chena 110,0,F,EtaMes,92.34103815,106.4844525,104.3366809,108.4785475,110.3311497,103.943065,108.9525016,108.353496,111.3363544,99.36283719,92.05719276,104.7904884
140,F,2021,2021,Chena 110,0,F,EtaMes,93.42858477,107.846776,105.6768285,109.8634781,111.7386961,105.2332433,110.3372333,109.7130449,112.7366547,100.5213898,93.12808515,106.0057807
141,F,2022,2022,Chena 110,0,F,EtaMes,94.47106889,109.0768259,106.885737,111.1114006,113.0094723,106.4210862,111.5939134,110.9590688,114.0166789,101.4665971,94.00113753,106.9943911
142,F,2023,2023,Chena 110,0,F,EtaMes,95.32748083,110.1525947,107.9451974,112.2059177,114.1221007,107.4383999,112.6899646,112.0346902,115.1245022,102.3711891,94.83663034,107.940189
143,F,2024,2024,Chena 110,0,F,EtaMes,96.14648735,111.1804921,108.9575139,113.2514604,115.185061,108.4100296,113.7368919,113.0622591,116.1830419,103.9567241,96.30375801,109.6061671
144,F,2025,2025,Chena 110,0,F,EtaMes,97.592009,113.0426728,110.7926816,115.146051,117.1098136,110.1615316,115.627403,114.9106202,118.0874463,106.0960612,98.285828,111.8635569
145,F,2026,2026,Chena 110,0,F,EtaMes,99.55736243,115.5223702,113.2346111,117.6699381,119.6742649,112.5146321,118.1452158,117.3803193,120.6299935,107.9128482,99.96864385,113.7781603
146,F,2027,2027,Chena 110,0,F,EtaMes,101.2127756,117.6974367,115.3810049,119.8831202,121.9222678,114.5487541,120.3443355,119.5244442,122.8415554,109.6198908,101.5500471,115.5780241
147,F,2028,2028,Chena 110,0,F,EtaMes,102.765683,119.7470771,117.4046171,121.9686187,124.0406712,116.4622534,122.4139104,121.5410485,124.9225159,111.2880635,103.0953415,117.3363423
148,F,2029,2029,Chena 110,0,F,EtaMes,104.2824212,121.7872211,119.4204145,124.0453667,126.149453,118.3556139,124.4712219,123.5400266,126.9867724,110.4764492,102.3665132,116.5471367
149,F,2030,2030,Chena 110,0,F,EtaMes,103.5816929,121.2491215,118.9180328,123.4982346,125.5925883,117.7252673,123.8045443,122.8378861,126.3025906,109.1440951,101.156095,115.2084824
150,F,2031,*,Chena 110,0,F,EtaMes,102.390242,120.1513284,117.8679007,122.3776637,124.4535688,116.5388199,122.5561675,121.5566928,125.027153,109.4969133,101.4918619,115.6041198
151,F,2017,2017,Colbun 220,0,F,EtaMes,27.81388121,32.43410605,25.44546295,33.2077788,33.07989662,32.35657314,33.63979875,10.03591361,26.92125986,33.02451561,32.24944734,30.37348553
152,F,2018,2018,Colbun 220,0,F,EtaMes,29.01599657,33.83590743,26.54521533,34.6430183,34.50960905,33.75502355,35.09371014,10.46966559,28.08479614,33.8980458,33.10247623,31.17689343
153,F,2019,2019,Colbun 220,0,F,EtaMes,29.78349758,34.73089972,27.2473618,35.55935944,35.4224214,34.64787638,36.02197252,10.74659831,28.827666,34.78112115,33.96482625,31.98908024
154,F,2020,2020,Colbun 220,0,F,EtaMes,30.55938514,35.63567167,27.95718069,36.48571354,36.34520813,35.5504855,36.96037811,11.0265571,29.57865328,35.69074735,34.853104,32.82568655
155,F,2021,2021,Colbun 220,0,F,EtaMes,31.35860082,36.56764682,28.68834125,37.43991972,37.29573969,36.48023279,37.92699813,11.31493324,30.35222,36.39313012,35.53900221,33.47168582
156,F,2022,2022,Colbun 220,0,F,EtaMes,31.9757283,37.2872867,29.25291885,38.17672566,38.02970821,37.19815239,38.67338962,11.53760759,30.94954222,37.36913832,36.492104,34.36934534
157,F,2023,2023,Colbun 220,0,F,EtaMes,32.83326853,38.28727481,30.03743749,39.20056717,39.04960694,38.19575006,39.7105509,11.84702862,31.7795617,38.2823473,37.38388044,35.20924683
158,F,2024,2024,Colbun 220,0,F,EtaMes,33.63563211,39.22292077,30.7714779,40.15853172,40.0038824,39.12915937,40.68097819,12.13654059,32.5561753,39.69816594,38.76647055,36.51141118
159,F,2025,2025,Colbun 220,0,F,EtaMes,34.87959854,40.67352519,31.90951762,41.6437384,41.48336959,40.57629617,42.18550682,12.58539343,33.76021955,41.38614678,40.41483536,38.06389002
160,F,2026,2026,Colbun 220,0,F,EtaMes,36.3626921,42.40297868,33.26632223,43.41444571,43.24725796,42.30161543,43.97925032,13.12052906,35.19571669,43.14381244,42.13124951,39.68045976
161,F,2027,2027,Colbun 220,0,F,EtaMes,37.90701212,44.20382909,34.67913972,45.25825303,45.08396483,44.09816096,45.84704484,13.67775666,36.69047538,44.83426112,43.78202424,41.23520833
162,F,2028,2028,Colbun 220,0,F,EtaMes,39.39227397,45.93581104,36.03792799,47.03154912,46.85043201,45.82600265,47.64341081,14.21367466,38.12807123,46.6349487,45.54045062,42.89134642
163,F,2029,2029,Colbun 220,0,F,EtaMes,40.97439391,47.7807404,37.48532665,48.92048684,48.73209548,47.66652175,49.55692284,14.78454138,39.65941674,47.415726,46.30290348,43.60944713
164,F,2030,2030,Colbun 220,0,F,EtaMes,41.66040038,48.58070091,38.11291803,49.73952935,49.54798388,48.46456998,50.38662077,15.03206893,40.32340744,48.01612823,46.88921458,44.1616523
165,F,2031,*,Colbun 220,0,F,EtaMes,42.18792573,49.19585465,38.59552334,50.36935677,50.17538585,49.07825321,51.02464199,15.22241269,40.8340031,49.32111111,48.16357018,45.36187819
166,F,2017,2017,Diego de Almagro 220,0,F,EtaMes,65.15774267,70.3636618,67.67152439,69.15825984,66.49629946,71.72650275,77.57893869,73.98096805,75.83808586,70.61272974,65.91638897,72.94102651
167,F,2018,2018,Diego de Almagro 220,0,F,EtaMes,67.13567325,72.47020441,69.67140234,71.16849384,68.45715825,73.74284718,79.73628809,76.04249497,77.9281748,74.69832629,69.72544636,77.15492817
168,F,2019,2019,Diego de Almagro 220,0,F,EtaMes,71.02495365,76.66192079,73.695382,75.27139819,72.41004427,77.9787632,84.31118865,80.40641468,82.39509333,68.04021159,63.39055453,70.11802489
169,F,2020,2020,Diego de Almagro 220,0,F,EtaMes,64.8155572,69.79506083,66.94828088,68.19188685,65.75659927,70.2604313,75.83411302,72.34569823,74.00485697,63.79311156,59.39180282,65.68545384
170,F,2021,2021,Diego de Almagro 220,0,F,EtaMes,60.8120705,65.42665399,62.70709022,63.80609101,61.58249688,65.60680043,70.76476168,67.51793438,69.02039328,64.71554961,60.21188255,66.58370187
171,F,2022,2022,Diego de Almagro 220,0,F,EtaMes,61.73052938,66.36183488,63.55628518,64.60926649,62.40868551,66.30779408,71.47766049,68.20591995,69.68099009,64.999411,60.43249561,66.81784257
172,F,2023,2023,Diego de Almagro 220,0,F,EtaMes,62.0452522,66.64069704,63.77042159,64.75847054,62.61021094,66.32040546,71.44253544,68.18119872,69.60756392,65.12372886,60.5093142,66.89402083
173,F,2024,2024,Diego de Almagro 220,0,F,EtaMes,62.20309513,66.7572625,63.83477745,64.76272777,62.66559444,66.19926971,71.26843969,68.02292827,69.40284597,65.60559983,60.91918743,67.33858541
174,F,2025,2025,Diego de Almagro 220,0,F,EtaMes,62.7016106,67.24058474,64.25085259,65.12513647,63.06642366,66.4469424,71.49233795,68.24435678,69.58646421,66.87158954,62.06159903,68.59388245
175,F,2026,2026,Diego de Almagro 220,0,F,EtaMes,63.94505769,68.52881224,65.44144081,66.2795944,64.22838174,67.51713935,72.60623761,69.31444448,70.64040442,68.72949845,63.76703285,70.4745582
176,F,2027,2027,Diego de Almagro 220,0,F,EtaMes,65.74069564,70.42747131,67.23161876,68.06293513,65.98157514,69.27247547,74.47246817,71.09994008,72.43884215,70.92545969,65.78558244,72.70116617
177,F,2028,2028,Diego de Almagro 220,0,F,EtaMes,67.86021901,72.67238593,69.35169655,70.17941995,68.05842789,71.36515557,76.70076423,73.23121372,74.58897337,73.04691095,67.73577629,74.8524035
178,F,2029,2029,Diego de Almagro 220,0,F,EtaMes,69.90768999,74.84116739,71.40003913,72.22450667,70.06503553,73.38769096,78.85453192,75.29117442,76.6673225,73.48913309,68.1289714,75.28308759
179,F,2030,2030,Diego de Almagro 220,0,F,EtaMes,70.34795986,75.28951092,71.80721373,72.60968987,70.46118845,73.72403383,79.19665368,75.62132749,76.98440126,73.39278617,68.02296372,75.16216742
180,F,2031,*,Diego de Almagro 220,0,F,EtaMes,70.27259602,75.18611484,71.68827018,72.46300829,70.34110228,73.52062366,78.95905204,75.39791131,76.738028,74.22320818,68.77703603,75.99184857
181,F,2017,2017,El Salto 110,0,F,EtaMes,25.55778493,25.20856768,24.57204372,26.49345177,26.01691128,26.45828449,27.65872087,27.95009856,28.95986609,46.60994886,42.42259681,46.80380007
182,F,2018,2018,El Salto 110,0,F,EtaMes,40.07449333,39.75478896,38.78299093,41.29275127,41.07940337,40.45421829,42.56213396,42.99641243,44.69930775,51.19598697,46.51731856,51.17490063
183,F,2019,2019,El Salto 110,0,F,EtaMes,40.39903079,39.55515292,38.55835641,40.88820601,40.70090506,40.15975981,41.78806639,42.36161761,44.10297181,52.02887598,47.27271708,52.00573589
184,F,2020,2020,El Salto 110,0,F,EtaMes,41.04072978,40.17734234,39.16413058,41.53481681,41.34050152,40.80155751,42.45187466,43.03561975,44.80428784,52.7696997,47.93775412,52.74085008
185,F,2021,2021,El Salto 110,0,F,EtaMes,41.61174444,40.73079547,39.70161937,42.11023727,41.90670419,41.37255702,43.03839289,43.63256688,45.42262391,53.5410987,48.63718659,53.51042522
186,F,2022,2022,El Salto 110,0,F,EtaMes,42.2179698,41.32212666,40.27632156,42.72532277,42.51527415,41.98409501,43.66932348,44.27463299,46.09152181,54.24314693,49.27415939,54.21119376
187,F,2023,2023,El Salto 110,0,F,EtaMes,42.76700808,41.8573292,40.79725251,43.28075716,43.06582798,42.53388764,44.23850293,44.85275134,46.69342179,54.92113705,49.88938161,54.88806859
188,F,2024,2024,El Salto 110,0,F,EtaMes,43.29941473,42.37705883,41.30306836,43.81997232,43.60057905,43.067311,44.79083224,45.41383088,47.27769376,55.98511002,50.85327742,55.94846649
189,F,2025,2025,El Salto 110,0,F,EtaMes,44.12365175,43.17658934,42.07984689,44.65365898,44.42288874,43.90013303,45.64790904,46.2864226,48.18633528,57.23343234,51.98340048,57.19192879
190,F,2026,2026,El Salto 110,0,F,EtaMes,45.09784432,44.12290844,42.99763648,45.64279122,45.39676901,44.89281444,46.66571024,47.32491942,49.2685892,58.38880475,53.02918682,58.34290542
191,F,2027,2027,El Salto 110,0,F,EtaMes,46.01509661,45.01844755,43.86482596,46.57966212,46.31935724,45.83458874,47.62922541,48.30993883,50.2962378,59.46968117,54.00744856,59.41978939
192,F,2028,2028,El Salto 110,0,F,EtaMes,46.88467285,45.87076092,44.68924743,47.47177412,47.19809975,46.73223829,48.54627092,49.24874053,51.2764556,60.55454326,54.98928006,60.50063794
193,F,2029,2029,El Salto 110,0,F,EtaMes,47.75915164,46.72833874,45.51859587,48.36953097,48.08237482,47.63582298,49.46909405,50.19369036,52.26321781,59.24917015,53.80221111,59.20261039
194,F,2030,2030,El Salto 110,0,F,EtaMes,47.14722207,46.25165464,45.02049689,47.89369761,47.61711036,47.20066751,48.96682082,49.73185965,51.81146201,57.68563388,52.38118918,57.64779984
195,F,2031,*,El Salto 110,0,F,EtaMes,46.3663748,45.62051392,44.36999744,47.25767154,46.99487435,46.60709715,48.2983891,49.10417318,51.18913696,57.70123243,52.3928865,57.66456775
196,F,2017,2017,Itahue 154,0,F,EtaMes,17.73615801,20.86206809,21.0582759,18.92852639,15.61837205,17.55486919,20.35615669,21.98761041,23.47473683,19.94032792,23.0840373,25.34328882
197,F,2018,2018,Itahue 154,0,F,EtaMes,20.20468182,21.41546967,21.5132845,19.51507828,16.12996948,18.2826889,21.17743586,22.37897307,23.78365125,21.04177105,24.22250969,26.51331636
198,F,2019,2019,Itahue 154,0,F,EtaMes,20.63408501,21.85250287,21.92109099,19.87472518,16.4183085,18.66449656,21.62179078,22.84213102,24.26357379,21.53522158,24.78006194,27.12624683
199,F,2020,2020,Itahue 154,0,F,EtaMes,21.11728428,22.36897232,22.43963961,20.34553973,16.80192291,19.11257876,22.14009905,23.38566809,24.84317528,22.03063499,25.33892651,27.74234596
200,F,2021,2021,Itahue 154,0,F,EtaMes,21.60450907,22.88903215,22.9618503,20.81943372,17.18642397,19.5643481,22.66394033,23.93345256,25.42958919,22.44442252,25.8137508,28.2632429
201,F,2022,2022,Itahue 154,0,F,EtaMes,22.01036296,23.32121765,23.39527994,21.21196172,17.50893815,19.93541537,23.09330596,24.38614363,25.91002181,22.94709526,26.37262373,28.88072715
202,F,2023,2023,Itahue 154,0,F,EtaMes,22.504183,23.85123044,23.92736781,21.69585458,17.89828969,20.40083982,23.63211895,24.94681627,26.51164097,23.41914146,26.89803427,29.46106872
203,F,2024,2024,Itahue 154,0,F,EtaMes,22.9676918,24.34875844,24.42692093,22.15004371,18.26399147,20.83743756,24.13749998,25.473003,27.07594174,24.17830996,27.75408229,30.40602584
204,F,2025,2025,Itahue 154,0,F,EtaMes,23.71566625,25.14746621,25.22872021,22.87730846,18.85284371,21.53193057,24.94324272,26.31462765,27.97765623,25.09636642,28.79542563,31.55509217
205,F,2026,2026,Itahue 154,0,F,EtaMes,24.62214406,26.11387501,26.19761865,23.75535555,19.56565442,22.36926702,25.91487082,27.33097351,29.06471037,26.02657762,29.84767533,32.71859715
206,F,2027,2027,Itahue 154,0,F,EtaMes,25.54269713,27.09620905,27.18230975,24.64748268,20.28704516,23.22268754,26.90591146,28.36528194,30.1730334,26.91724323,30.85611106,33.83406991
207,F,2028,2028,Itahue 154,0,F,EtaMes,26.42482381,28.03784803,28.12584728,25.50198264,20.97778117,24.04069031,27.85580539,29.35658595,31.23485989,27.8530831,31.91271703,35.00394708
208,F,2029,2029,Itahue 154,0,F,EtaMes,27.35234489,29.02840407,29.11848436,26.40120245,21.70302344,24.90291214,28.85738731,30.4003409,32.3544131,28.04695121,32.15449109,35.29855978
209,F,2030,2030,Itahue 154,0,F,EtaMes,27.59322312,29.28581124,29.35704422,26.60713798,21.85039338,25.12994667,29.12867876,30.66664197,32.64264313,28.12455774,32.26614554,35.45180542
210,F,2031,*,Itahue 154,0,F,EtaMes,27.72285763,29.42471784,29.47564951,26.70343977,21.90715518,25.25452307,29.28185321,30.80810511,32.79782037,28.70856411,32.93594321,36.2053479
211,F,2017,2017,Lampa 220,0,F,EtaMes,16.44849232,18.85589834,18.74666412,19.10279856,19.94233326,12.55720418,20.94079008,20.35516959,21.63630413,19.56400049,19.11294791,25.49087109
212,F,2018,2018,Lampa 220,0,F,EtaMes,17.10872922,19.58134258,19.49938212,19.8315604,20.76798077,12.84886531,21.96193291,21.06768154,22.47481514,19.77422311,19.09995414,25.59759831
213,F,2019,2019,Lampa 220,0,F,EtaMes,17.64546552,20.19564989,20.11111815,20.45371756,21.41951537,13.25196085,22.65092427,21.72861838,23.17989668,20.16508324,19.47748657,26.10356412
214,F,2020,2020,Lampa 220,0,F,EtaMes,17.99424833,20.59484001,20.50863741,20.85800868,21.84289659,13.51390101,23.0986457,22.15810937,23.63807385,20.53959239,19.83922557,26.58836368
215,F,2021,2021,Lampa 220,0,F,EtaMes,18.32844039,20.97733067,20.8895271,21.24538696,22.24856636,13.76488334,23.52763744,22.56963332,24.07708393,20.92435085,20.21086438,27.08643091
216,F,2022,2022,Lampa 220,0,F,EtaMes,18.67177838,21.37028907,21.28084071,21.64336673,22.66533822,14.02273438,23.96836953,22.99241957,24.52810854,21.2430911,20.51873611,27.49903801
217,F,2023,2023,Lampa 220,0,F,EtaMes,18.95620523,21.69582228,21.60501137,21.97305973,23.01059889,14.23634243,24.33347925,23.34266267,24.90174476,21.54890377,20.81412106,27.89491045
218,F,2024,2024,Lampa 220,0,F,EtaMes,19.22909621,22.00815241,21.91603419,22.28938093,23.34185637,14.4412869,24.68378074,23.6787005,25.26022692,22.11628261,21.3621532,28.62937853
219,F,2025,2025,Lampa 220,0,F,EtaMes,19.73539492,22.58762319,22.49307952,22.87625641,23.95644334,14.82152344,25.33370034,24.30215651,25.92532425,22.84338724,22.06446474,29.57061056
220,F,2026,2026,Lampa 220,0,F,EtaMes,20.38422444,23.33022382,23.23257189,23.62834627,24.7440459,15.30880236,26.16658221,25.10112489,26.7776566,23.55069894,22.74765826,30.48622077
221,F,2027,2027,Lampa 220,0,F,EtaMes,21.0153918,24.05260969,23.95193411,24.35996306,25.51020868,15.78281678,26.97679172,25.87834409,27.60678713,24.23479127,23.40842415,31.37177368
222,F,2028,2028,Lampa 220,0,F,EtaMes,21.62583943,24.75128135,24.64768138,25.06756261,26.25122015,16.24127043,27.76040398,26.63004903,28.40869927,24.92626312,24.07631793,32.26687932
223,F,2029,2029,Lampa 220,0,F,EtaMes,22.24287215,25.45748979,25.35093389,25.78279525,27.00022515,16.70466956,28.5524693,27.38986285,29.21926189,25.08773275,24.2322817,32.47590066
224,F,2030,2030,Lampa 220,0,F,EtaMes,22.38695906,25.62240065,25.51515449,25.94981341,27.17512968,16.8128806,28.7374291,27.56729141,29.4085411,25.16016283,24.30224204,32.56966092
